bid,spam,contents
17109948,1,I CLEARLY saw one on tombigbee river years ago. It came up next to boat then dove down again.  I kept describing as fish with 'wings'.  Not till I saw on news years later did I know what it was
17109947,1,"2013 Landscape trailer. 20'x8 1/2' with 4' sides, pipe top rail,  2' dove tail,  for easier loading and a beefed up rear ramp tailgate. Trailer has 7000 lb axles with brakes, new 10 ply tires, bulldog hitch, lockable (3)weed eater rack, lockable gas can compartment, walk through side gate, spare tire rack and new spare, easily accessible storage box at front and  D-rings in all corners. $4950<br /><a href=""http://www.facebook.com/photo.php?fbid=10203277192320788&set=pcb.624519290935552&type=1&relevant_count=5""></a><br />"
17109946,1,"Chronological Bible verses day 289??John 2-4 (King James Version)?John 2-4??2 And the third day there was a marriage in Cana of Galilee; and the mother of Jesus was there:??2 And both Jesus was called, and his disciples, to the marriage.??3 And when they wanted wine, the mother of Jesus saith unto him, They have no wine.??4 Jesus saith unto her, Woman, what have I to do with thee? mine hour is not yet come.??5 His mother saith unto the servants, Whatsoever he saith unto you, do it.??6 And there were set there six waterpots of stone, after the manner of the purifying of the Jews, containing two or three firkins apiece.??7 Jesus saith unto them, Fill the waterpots with water. And they filled them up to the brim.??8 And he saith unto them, Draw out now, and bear unto the governor of the feast. And they bare it.??9 When the ruler of the feast had tasted the water that was made wine, and knew not whence it was: (but the servants which drew the water knew;) the governor of the feast called the bridegroom,??10 And saith unto him, Every man at the beginning doth set forth good wine; and when men have well drunk, then that which is worse: but thou hast kept the good wine until now.??11 This beginning of miracles did Jesus in Cana of Galilee, and manifested forth his glory; and his disciples believed on him.??12 After this he went down to Capernaum, he, and his mother, and his brethren, and his disciples: and they continued there not many days.??13 And the Jews' passover was at hand, and Jesus went up to Jerusalem.??14 And found in the temple those that sold oxen and sheep and doves, and the changers of money sitting:??15 And when he had made a scourge of small cords, he drove them all out of the temple, and the sheep, and the oxen; and poured out the changers' money, and overthrew the tables;??16 And said unto them that sold doves, Take these things hence; make not my Father's house an house of merchandise.??17 And his disciples remembered that it was written, The zeal of thine house hath eaten me up.??18 Then answered the Jews and said unto him, What sign shewest thou unto us, seeing that thou doest these things???19 Jesus answered and said unto them, Destroy this temple, and in three days I will raise it up.??20 Then said the Jews, Forty and six years was this temple in building, and wilt thou rear it up in three days???21 But he spake of the temple of his body.??22 When therefore he was risen from the dead, his disciples remembered that he had said this unto them; and they believed the scripture, and the word which Jesus had said.??23 Now when he was in Jerusalem at the passover, in the feast day, many believed in his name, when they saw the miracles which he did.??24 But Jesus did not commit himself unto them, because he knew all men,??25 And needed not that any should testify of man: for he knew what was in man.??3 There was a man of the Pharisees, named Nicodemus, a ruler of the Jews:??2 The same came to Jesus by night, and said unto him, Rabbi, we know that thou art a teacher come from God: for no man can do these miracles that thou doest, except God be with him.??3 Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.??4 Nicodemus saith unto him, How can a man be born when he is old? can he enter the second time into his mother's womb, and be born???5 Jesus answered, Verily, verily, I say unto thee, Except a man be born of water and of the Spirit, he cannot enter into the kingdom of God.??6 That which is born of the flesh is flesh; and that which is born of the Spirit is spirit.??7 Marvel not that I said unto thee, Ye must be born again.??8 The wind bloweth where it listeth, and thou hearest the sound thereof, but canst not tell whence it cometh, and whither it goeth: so is every one that is born of the Spirit.??9 Nicodemus answered and said unto him, How can these things be???10 Jesus answered and said unto him, Art thou a master of Israel, and knowest not these things???11 Verily, verily, I say unto thee, We speak that we do know, and testify that we have seen; and ye receive not our witness.??12 If I have told you earthly things, and ye believe not, how shall ye believe, if I tell you of heavenly things???13 And no man hath ascended up to heaven, but he that came down from heaven, even the Son of man which is in heaven.??14 And as Moses lifted up the serpent in the wilderness, even so must the Son of man be lifted up:??15 That whosoever believeth in him should not perish, but have eternal life.??16 For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.??17 For God sent not his Son into the world to condemn the world; but that the world through him might be saved.??18 He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.??19 And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.??20 For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved.??21 But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.??22 After these things came Jesus and his disciples into the land of Judaea; and there he tarried with them, and baptized.??23 And John also was baptizing in Aenon near to Salim, because there was much water there: and they came, and were baptized.??24 For John was not yet cast into prison.??25 Then there arose a question between some of John's disciples and the Jews about purifying.??26 And they came unto John, and said unto him, Rabbi, he that was with thee beyond Jordan, to whom thou barest witness, behold, the same baptizeth, and all men come to him.??27 John answered and said, A man can receive nothing, except it be given him from heaven.??28 Ye yourselves bear me witness, that I said, I am not the Christ, but that I am sent before him.??29 He that hath the bride is the bridegroom: but the friend of the bridegroom, which standeth and heareth him, rejoiceth greatly because of the bridegroom's voice: this my joy therefore is fulfilled.??30 He must increase, but I must decrease.??31 He that cometh from above is above all: he that is of the earth is earthly, and speaketh of the earth: he that cometh from heaven is above all.??32 And what he hath seen and heard, that he testifieth; and no man receiveth his testimony.??33 He that hath received his testimony hath set to his seal that God is true.??34 For he whom God hath sent speaketh the words of God: for God giveth not the Spirit by measure unto him.??35 The Father loveth the Son, and hath given all things into his hand.??36 He that believeth on the Son hath everlasting life: and he that believeth not the Son shall not see life; but the wrath of God abideth on him. When therefore the Lord knew how the Pharisees had heard that Jesus made and baptized more disciples than John,??2 (Though Jesus himself baptized not, but his disciples,)??3 He left Judaea, and departed again into Galilee.??4 And he must needs go through Samaria.??5 Then cometh he to a city of Samaria, which is called Sychar, near to the parcel of ground that Jacob gave to his son Joseph.??6 Now Jacob's well was there. Jesus therefore, being wearied with his journey, sat thus on the well: and it was about the sixth hour.??7 There cometh a woman of Samaria to draw water: Jesus saith unto her, Give me to drink.??8 (For his disciples were gone away unto the city to buy meat.)??9 Then saith the woman of Samaria unto him, How is it that thou, being a Jew, askest drink of me, which am a woman of Samaria? for the Jews have no dealings with the Samaritans.??10 Jesus answered and said unto her, If thou knewest the gift of God, and who it is that saith to thee, Give me to drink; thou wouldest have asked of him, and he would have given thee living water.??11 The woman saith unto him, Sir, thou hast nothing to draw with, and the well is deep: from whence then hast thou that living water???12 Art thou greater than our father Jacob, which gave us the well, and drank thereof himself, and his children, and his cattle???13 Jesus answered and said unto her, Whosoever drinketh of this water shall thirst again:??14 But whosoever drinketh of the water that I shall give him shall never thirst; but the water that I shall give him shall be in him a well of water springing up into everlasting life.??15 The woman saith unto him, Sir, give me this water, that I thirst not, neither come hither to draw.??16 Jesus saith unto her, Go, call thy husband, and come hither.??17 The woman answered and said, I have no husband. Jesus said unto her, Thou hast well said, I have no husband:??18 For thou hast had five husbands; and he whom thou now hast is not thy husband: in that saidst thou truly.??19 The woman saith unto him, Sir, I perceive that thou art a prophet.??20 Our fathers worshipped in this mountain; and ye say, that in Jerusalem is the place where men ought to worship.??21 Jesus saith unto her, Woman, believe me, the hour cometh, when ye shall neither in this mountain, nor yet at Jerusalem, worship the Father.??22 Ye worship ye know not what: we know what we worship: for salvation is of the Jews.??23 But the hour cometh, and now is, when the true worshippers shall worship the Father in spirit and in truth: for the Father seeketh such to worship him.??24 God is a Spirit: and they that worship him must worship him in spirit and in truth.??25 The woman saith unto him, I know that Messias cometh, which is called Christ: when he is come, he will tell us all things.??26 Jesus saith unto her, I that speak unto thee am he.??27 And upon this came his disciples, and marvelled that he talked with the woman: yet no man said, What seekest thou? or, Why talkest thou with her???28 The woman then left her waterpot, and went her way into the city, and saith to the men,??29 Come, see a man, which told me all things that ever I did: is not this the Christ???30 Then they went out of the city, and came unto him.??31 In the mean while his disciples prayed him, saying, Master, eat.??32 But he said unto them, I have meat to eat that ye know not of.??33 Therefore said the disciples one to another, Hath any man brought him ought to eat???34 Jesus saith unto them, My meat is to do the will of him that sent me, and to finish his work.??35 Say not ye, There are yet four months, and then cometh harvest? behold, I say unto you, Lift up your eyes, and look on the fields; for they are white already to harvest.??36 And he that reapeth receiveth wages, and gathereth fruit unto life eternal: that both he that soweth and he that reapeth may rejoice together.??37 And herein is that saying true, One soweth, and another reapeth.??38 I sent you to reap that whereon ye bestowed no labour: other men laboured, and ye are entered into their labours.??39 And many of the Samaritans of that city believed on him for the saying of the woman, which testified, He told me all that ever I did.??40 So when the Samaritans were come unto him, they besought him that he would tarry with them: and he abode there two days.??41 And many more believed because of his own word;??42 And said unto the woman, Now we believe, not because of thy saying: for we have heard him ourselves, and know that this is indeed the Christ, the Saviour of the world.??43 Now after two days he departed thence, and went into Galilee.??44 For Jesus himself testified, that a prophet hath no honour in his own country.??45 Then when he was come into Galilee, the Galilaeans received him, having seen all the things that he did at Jerusalem at the feast: for they also went unto the feast.??46 So Jesus came again into Cana of Galilee, where he made the water wine. And there was a certain nobleman, whose son was sick at Capernaum.??47 When he heard that Jesus was come out of Judaea into Galilee, he went unto him, and besought him that he would come down, and heal his son: for he was at the point of death.??48 Then said Jesus unto him, Except ye see signs and wonders, ye will not believe.??49 The nobleman saith unto him, Sir, come down ere my child die.??50 Jesus saith unto him, Go thy way; thy son liveth. And the man believed the word that Jesus had spoken unto him, and he went his way.??51 And as he was now going down, his servants met him, and told him, saying, Thy son liveth.??52 Then enquired he of them the hour when he began to amend. And they said unto him, Yesterday at the seventh hour the fever left him.??53 So the father knew that it was at the same hour, in the which Jesus said unto him, Thy son liveth: and himself believed, and his whole house.??54 This is again the second miracle that Jesus did, when he was come out of Judaea into Galilee.??King James Version (KJV)"
17109840,1,"Subject: Heteronyms...for word lovers??     Homographs are words of like spelling but with more than one meaning. A homograph that is also pronounced differently is a heteronym?    You think English is easy????            I think a retired English teacher was bored...THIS IS GREAT!??            Read all the way to the end.................?            This took a lot of work to put together! ?              ?            1) The bandage was wound around the wound.??            2) The farm was used to produce produce.??            3) The dump was so full that it had to refuse more refuse.??            4) We must polish the Polish furniture..??            5) He could lead if he would get the lead out.??            6) The soldier decided to desert his dessert in the desert..??            7) Since there is no time like the present, he thought it was time to present the present.?             ?            8) A bass was painted on the head of the bass drum.??            9) When shot at, the dove dove into the bushes.??            10) I did not object to the object.?             ?            11) The insurance was invalid for the invalid.??            12) There was a row among the oarsmen about how to row.??            13) They were too close to the door to close it.??            14) The buck does funny things when the does are present.?             ?            15) A seamstress and a sewer fell down into a sewer line.??            16) To help with planting, the farmer taught his sow to sow.??            17) The wind was too strong to wind the sail.??            18) Upon seeing the tear in the painting I shed a tear..??            19) I had to subject the subject to a series of tests.??            20) How can I intimate this to my most intimate friend?"
17109836,1,"I get so EXCITED when God calls 1 of His ppl 2 step out w/ Him & use their gifts 2 change the world! It would be a blessing if my Sister Of the Dove Tunisa Rice, could partake in this Mission! As the Dead Line approaches, I pray that the Lord lays it on ur heart, as He has laid on mine, 2 give 2 this cause... God bless u all & have a good day! :)"
17109826,1,"Nature at War: A Postgraduate Symposium at the Centre for Modern Studies, the University of York ? ?Taking place during the centenary of the First World War, 'Nature at War' is an interdisciplinary one-day symposium organised by the Postgraduate Forum of the Centre for Modern Studies at the University of York, exploring the dynamic between nature (broadly-conceived) and war throughout the mid-nineteenth and early twenty-first centuries. ? ?Is the dynamic of nature and war essentially one of conflict, and if so, how can that conflict itself avoid being ‘unnatural’? How do ideas of naturalness and unnaturalness manifest themselves in war contexts? Can ‘war’ reconceptualise or reform ‘nature’, and can ‘war’ be found in ‘nature’ – and to what end?? ?Proposed papers of 20 minutes are welcomed from postgraduates across all humanities disciplines. Topics might include (but are certainly not limited to):? ?- conceptualisations of humanity that involve internal conflict, with ideas of ‘naturalness’, transhumanism and technological warfare in constructions of the individual or a normalised conflicted society??- imaginings of pastoral, bucolic, industrialised, chemically-altered or ‘unnatural’ landscapes as sites of struggle, including ideas of heritage, commemoration or symbolism of a warscape such as poppies and doves??- ethics of pest control and use of animals in warfare and prototype testing ??- human, subhuman and extrahuman categories and their legality and morality??- modern war requiems/elegies and experimental use of instruments/extended technique??- forms of collectivity in conflict and ‘natural’ boundaries within identity politics during militarisation??- ethics of conscription and requisition of body and property in total war?? ?Please send an abstract of 300 words to cmods-pgforum@york.ac.uk with your name and institutional affiliation by 14th April."
17110472,0,My dove smells of toilet cleaner ? :s. X
17109809,1,Hey guys just have a few more tickets left for the College Park American Legion this Saturday February the 15th doors open at 6 $20 a ticket that includes dinner and the band also Ronnie Dove  will be there singing a few songs with us give me a call at 410 382 6335
17109847,1,"अगर सभी भारतीय 90 दिन तक?कोई भी विदेशी सामान नहीं ख़रीदे...?तो भारत दुनिया का दूसरा सबसे?अमीर देश बन सकता है..?सिर्फ 90 दिन में ही भारत के?2 रुपये 1 डॉलर के बराबर हो जायेंगे..?हम सबको मिल कर?ये कोशिश आजमानी चाहिए?क्युकी ये देश है हमारा..!!!!?plz share & aap bhi sahyog kare?Plz frwd this msg to all groups and say?Is desh me rahena he to jag jao?In 1970 1$ = Rs. 4?Today 1$ = Rs. 68?Estimated 1$ by end of the year = Rs. 72?Dollar is not getting stronger, rupee is getting?weaker! & nobody else is responsible for d fall,?except us!?How can we change it!?1. A Cold Drink produced for 70-80 paisa sold at?Rs. 9-10!?Stop drinking them, Drink Lemon juice, Lassi, Fruit?juice, butter milk etc. instead of coke, pepsi.?2. Use Soaps such as Cinthol, Santoor,Medimix,?Neem, Godrej brands instead of lux,lifebuoy,?rexona, liril, dove, pears, hamam,camay,?palmolive!?3. Toothpaste-?Use Neem, babool, vicco, dabur instead of?colgate,close up,pepsodent, cibaca?4. Toothbrush?Use prudent, ajanta,promise instead of colgate,?close up, oral-b, pepsodent,forhans?5. Shaving cream-?Use godrej, emami?Instead of palmolive,old spice, gillete.?6. Blade-?Use supermax, topaz, laser, ashoka?Instead of seven-o-clock, 365, gillete?7. Talcum powder-?Use santoor, gokul,cinthol, boroplus?Instead of ponds, old spice, johnson,shower?to shower.?8. Milk powder?Use indiana, amul,amulya?Instead of anikspray,milkana, everyday milk,?milkmaid?9. Shampoo-?Use Nirma, Velvette?Instead of halo, all clear, sunsilk, head and?shoulders, pantene?10. Mobile connections-?Use bsnl, airtel,reliance,idea?Insteaf of vodafone?11. Food-?Eat at jay bhavani, TGB, local restaurants?Instead of mac-d, subway, pizza hut, kfc?12. Mobile?Use micromax, karbonn, lava?Instead of samsung,apple, htc, sony?13. Bikes-?Use hero, bajaj?Instead of honda, yamaha?14. Footwear-?Use paragon, chavda,lakhani?Instead of nike, reebok, adidas,converse?15. Jeans and shirts?Use spykar, k-lounge?Instead of lee, levi's,U.s. Polo, pepe, benetton?16. Watch?Use titan, sonata ,fasttrack?Instead of tommy, Citizen, zodiac, tissot?Dont use products from hindustan lever, Only?name is hindustan it has been taken by foreign?company?We blame politicians?Now go and check the things you use and ask?yourself how much do you contribute to the?decreased value of RUPEE?You use these foreign made products... &?Government hv to pay in dollars for d same...thus?value of rupee Decreases...?Aren't u responsible for fall of rupee..?Samsung S4 at Rs 41k.. Same features Micromax?Can4 comes at Rs 17k..means u waste Rs?24k..and these 24k go to south Korea in dollars..?None of the indian products are subordinate in?quality, they might look a bit less fancy!!?Why is china so ahead, because the whole world?uses made in china items.?We indians could atleast use made in india items!?Change comes from within! spread the change by?broadcasting this msg to everyone on your contact?list!?I did my part, you do your and lets see by the end?of this year does 1$ become Rs. 70 or it becomes?Rs. 50..?JAAAAGO.?Some of these we follow....but we can make our?best possible to make a change.?Please, before deleting, HELP your frnds by?passing it..!?Let it reach d 121 crores Indians.?It might help sum1. Fwd to as many as u can"
17109790,1,"Then Jesus came from Galilee to the Jordan to be baptized by John. 14 But John tried to deter him, saying, “I need to be baptized by you, and do you come to me?”??15 Jesus replied, “Let it be so now; it is proper for us to do this to fulfill all righteousness.” Then John consented.??16 As soon as Jesus was baptized, he went up out of the water. At that moment heaven was opened, and he saw the Spirit of God descending like a dove and alighting on him. 17 And a voice from heaven said, “This is my Son, whom I love; with him I am well pleased.”Matthew 3<br /><a href=""http://www.facebook.com/photo.php?fbid=10202445634775621&set=gm.380989025374026&type=1&relevant_count=1""></a><br />"
17109780,1,"A reading from the Book Song of Songs: 2:10-12, 13b-14??My lover speaks; he says to me, ""Arise, my beloved, my beautiful one, and come!  ""For see, the winter is past, the rains are over and gone.  The flowers appear on the earth, the time of pruning the vines has come, and the song of the dove is heard in our land.  Arise, my beloved, my beautiful one, and come! "" O my dove in the clefts of the rock, in the secret recesses of the cliff, let me see you, let me hear your voice, for your voice is sweet, and you are lovely."" ??The Word of the Lord."
17109770,1,"Omg I'm a dove and it's so true what it says about me<br /><a href=""http://www.facebook.com/photo.php?fbid=491961707559314&set=a.482370805185071.1073741829.482364731852345&type=1"">Timeline Photos</a><br />Look Up Your Birthday And See What You Are.....????January 01 - 09 ~ Dog??January 10 - 24 ~ Mouse??January 25 - 31 ~ Lion????February 01 - 05 ~ Cat??February 06 - 14 ~ Dove??February 15 - 21 ~ Turtle??February 22 - 28 ~ Panther????March 01 - 12 ~ Monkey??March 13 - 15 ~ Lion??March 16 - 23 ~ Mouse??March 24 - 31 ~ Cat????April 01 - 03 ~ Dog??April 04 - 14 ~ Panther??April 15 - 26 ~ Mouse??April 27 - 30 ~ Turtle????May 01 - 13 ~ Monkey??May 14 - 21 ~ Dove??May 22 - 31 ~ Lion????June 01 - 03 ~ Mouse??June 04 - 14 ~ Turtle??June 15 - 20 ~ Dog??June 21 - 24 ~ Monkey??June 25 - 30 ~ Cat????July 01 - 09 ~ Mouse??July 10 - 15 ~ Dog??July 16 - 26 ~ Dove??July 27 - 31 ~ Cat????August 01 - 15 ~ Monkey??August 16 - 25 ~ Mouse??August 26 - 31 ~ Turtle????September 01 - 14 ~ Dove??September 15 - 27 ~ Cat??September 28 - 30 ~ Dog????October 01 - 15 ~ Monkey??October 16 - 27 ~ Turtle??October 28 - 31 ~ Panther????November 01 - 16 ~ Lion??November 17 - 30 ~ Cat????December 01 - 16 ~ Dog??December 17 - 25 ~ Monkey??December 26 - 31 ~ Dove????If you are a????Dog : A very loyal and sweet person. Your loyalty can never be doubted. You are quite honest and sincere when it comes to your attitude towards working. You are a very simple person, indeed. Absolutely hassle free, humble and down-to-earth!! That explains the reason why your friends cling on to you! You have a good taste for clothes. If your wardrobe is not updated with what is trendy, you sure are depressed. Popular and easy-going. You have a little group of dignified friends, all of them being quality-personified. Repost This If It's True For You.!! 4 years of bad luck if you do not share this post.????If you are a Mouse : Always up to some sort of a mischief! The mischievous gleam in your eyes is what makes you so cute and attractive to everyone. You are an extremely fun-to-be-with kind of person. No wonder people seek for your company and look forward to include you for all get-together's. However, you are sensitive which is a drawback. People need to select their words while talking to you. If someone tries to fiddle around and play with words while dealing with you, it is enough to invite your wrath. God bless the person then!Repost This If It's True For You.!! 3 years of bad luck if you do not share this post.????If you are a Lion : Quite contradictory to your name, you are a peace loving person. You best try to avoid a situation wherein you are required to fight. An outdoor person, you dislike sitting at one place for a long duration. Popular and easy-going. You are a born leader, and have it in you how to tactfully derive work from people. People love the way you always treat them. You love being loved, and when you receive your share of limelight from someone, you are all theirs!!!!Repost This If It's True For You.!! 5 years of bad luck if you do not share this post.????If you are a Cat : An extremely lovable, adorable person, sometimes shy, with a passion for quick wit. At times, you prefer quietness. You love exploring various things and going into depth of each thing. Under normal circumstances you're cool but when given a reason to, you are like a volcano waiting to erupt. You're a fashion bird. People look forward to you as an icon associated with fashion. Basically, you mingle along freely but don't like talking much to strangers. People feel very easy in your company. You observe care in choosing your friends.Repost This If It's True For You.!! 2 years of bad luck if you do not share this post.????If you are a Turtle : You are near to perfect and nice at heart. The examples of your kindness are always circulated in groups of people. You, too, love peace. You wouldn't like to retaliate even to a person who is in the wrong. You are loved due to this. You do not wish to talk behind one's back. People love the way you always treat them. You can give, give and give love, and the best part is that you do not expect it back in return. You are generous enough. Seeing things in a practical light is what remains the best trait of you guys.Repost This If It's True For You.!! 10 years of bad luck if you do not share this post.????If you are a Dove : You symbolize a very happy-go-lucky approach in life. Whatever the surroundings may be, grim or cheerful, you remain unaffected. In fact, you spread cheer wherever you go. You are the leader of your group of friends and good at consoling people in their times of need. You dislike hypocrisy and tend to shirk away from hypocrites. They can never be in your good books, no matter what. You are very methodical and organized in your work. No amount of mess, hence, can ever encompass you. Beware, it is easy for you to fall in love....Repost This If It's True For You.!! 8 years of bad luck if you do not share this post.????If you are a Panther : You are mysterious. You are someone who can handle pressure with ease, and can handle any atmosphere without going berserk. You can be mean at times, and love to gossip with your selected group. Very prim and proper. You like all situations and things to be in the way you desire, which, sometimes is not possible. As a result, you may lose out in some relationships. But otherwise, you love to help people out from difficult and tight spots when they really need you.Repost This If It's True For You.!! 12 years of bad luck if you do not share this post.????If you are a Monkey : Very impatient and hyper!!! You want things to be done as quick as possible. At heart, you are quite simple and love if you are the center of attraction. That way, you people are unique. You would like to keep yourself safe from all the angles. Shall your name be dragged or featured in any sort of a controversy, you then go all panicky. Therefore, you take your precautions from the very beginning. When you foresee anything wrong, your sixth sense is what saves you from falling in traps. Quite a money minded bunch you people are!! Repost This If It's True For You.!! 7 years of bad luck if you do not share this post."
17109760,1,Look Up Your Birthday And See What?You Are.....?January 01 - 09 ~ Dog?January 10 - 24 ~ Mouse?January 25 - 31 ~ Lion?February 01 - 05 ~ Cat?February 06 - 14 ~ Dove?February 15 - 21 ~ Turtle?February 22 - 28 ~ Panther?March 01 - 12 ~ Monkey?March 13 - 15 ~ Lion?March 16 - 23 ~ Mouse?March 24 - 31 ~ Cat?April 01 - 03 ~ Dog?April 04 - 14 ~ Panther?April 15 - 26 ~ Mouse?April 27 - 30 ~ Turtle?May 01 - 13 ~ Monkey?May 14 - 21 ~ Dove?May 22 - 31 ~ Lion?June 01 - 03 ~ Mouse?June 04 - 14 ~ Turtle?June 15 - 20 ~ Dog?June 21 - 24 ~ Monkey?June 25 - 30 ~ Cat?July 01 - 09 ~ Mouse?July 10 - 15 ~ Dog?July 16 - 26 ~ Dove?July 27 - 31 ~ Cat?August 01 - 15 ~ Monkey?August 16 - 25 ~ Mouse?August 26 - 31 ~ Turtle?September 01 - 14 ~ Dove?September 15 - 27 ~ Cat?September 28 - 30 ~ Dog?October 01 - 15 ~ Monkey?October 16 - 27 ~ Turtle?October 28 - 31 ~ Panther?November 01 - 16 ~ Lion?November 17 - 30 ~ Cat?December 01 - 16 ~ Dog?December 17 - 25 ~ Monkey?December 26 - 31 ~ Dove
17109753,1,"SOCCER NEWS: Last week I mentioned that Dove Wome of Sundowns is one of the +- 30 year old ""early 20s"" footballers in SA.  It just hit me that there is the 39 year old ""21 year"" Bukenya of Chiefs... ??LOL... The Well Travelled 3 time divorce and father of 7 Ugandan Chiefs young defender takes the crown...??Confusing I know!!"
17109748,1,I appoligies to all my friends that saw the comments in the last few days... I was hacked by someone very inappropriate. Thank goodness my friends know me well and know that i am still with Trista Dove and am still very happy...anyhow...i already  promised my one gay friend if i ever turned gay..i would call him and not hold his breathe...lol
17109761,1,"अगर सभी भारतीय 90 दिन तक ?कोई भी विदेशी सामान नहीं ख़रीदे...??तो भारत दुनिया का दूसरा सबसे ?अमीर देश बन सकता है..??सिर्फ 90 दिन में ही भारत के ?2 रुपये 1 डॉलर के बराबर हो जायेंगे..??हम सबको मिल कर ?ये कोशिश आजमानी चाहिए?क्युकी ये देश है हमारा..!!!!??plz share & aap bhi sahyog kare?Plz frwd this msg to all groups and say ?Is desh me rahena he to jag jao?In 1970 1$ = Rs. 4?Today 1$ = Rs. 68?Estimated 1$ by end of the year = Rs. 72??Dollar is not getting stronger, rupee is getting weaker! & nobody else is responsible for d fall, except us! ??How can we change it! ??1. A Cold Drink produced for 70-80 paisa sold at Rs. 9-10! ?Stop drinking them, Drink Lemon juice, Lassi, Fruit juice, butter milk etc. instead of coke, pepsi.??2. Use Soaps such as Cinthol, Santoor,Medimix, Neem, Godrej brands instead of lux,lifebuoy, rexona, liril, dove, pears, hamam,camay, palmolive!??3. Toothpaste-?Use Neem, babool, vicco, dabur instead of colgate,close up,pepsodent, cibaca??4. Toothbrush?Use prudent, ajanta,promise instead of colgate, close up, oral-b, pepsodent,forhans??5. Shaving cream- ?Use godrej, emami?Instead of palmolive,old spice, gillete.??6. Blade-?Use supermax, topaz, laser, ashoka?Instead of seven-o-clock, 365, gillete??7. Talcum powder-?Use santoor, gokul,cinthol, boroplus ?Instead of ponds, old spice, johnson,shower? to shower.??8. Milk powder?Use indiana, amul,amulya?Instead of anikspray,milkana, everyday milk, milkmaid? ?9. Shampoo- ?Use Nirma, Velvette?Instead of halo, all clear, sunsilk, head and shoulders, pantene??10. Mobile connections- ? Use bsnl, airtel,reliance,idea?Insteaf of vodafone??11. Food- ?Eat at jay bhavani, TGB, local restaurants ?Instead of mac-d, subway, pizza hut, kfc ??12. Mobile ?Use micromax, karbonn, lava?Instead of samsung,apple, htc, sony??13. Bikes-?Use hero, bajaj?Instead of honda, yamaha??14. Footwear-?Use paragon, chavda,lakhani?Instead of nike, reebok, adidas,converse? ?15. Jeans and shirts?Use spykar, k-lounge?Instead of lee, levi's,U.s. Polo, pepe, benetton? ?16. Watch ?Use titan, sonata ,fasttrack?Instead of tommy, Citizen, zodiac, tissot??Dont use products from hindustan lever, Only name is hindustan it has been taken by foreign company??We blame politicians ??Now go and check the things you use and ask yourself how much do you contribute to the decreased value of RUPEE??You use these foreign made products... & Government hv to pay in dollars for d same...thus value of rupee Decreases...?Aren't u responsible for fall of rupee..?Samsung S4 at Rs 41k.. Same features Micromax Can4 comes at Rs 17k..means u waste Rs 24k..and these 24k go to south Korea in dollars..??None of the indian products are subordinate in quality, they might look a bit less fancy!! ??Why is china so ahead, because the whole world uses made in china items.??We indians could atleast use made in india items! ??Change comes from within!  spread the change by broadcasting this msg to everyone on your contact list! ??I did my part, you do your and lets see by the end of this year does 1$ become Rs. 70 or it becomes Rs. 50..??JAAAAGO.?Some of these we follow....but we can make our best possible to make a change.??Please, before deleting, HELP your frnds by passing it..!??Let it reach d 121 crores Indians.??It might help sum1. Fwd to as many as u can."
